ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2013,2,2013-08-23,8.5414,8.5312,,0.4387,,7522000000.00,11.9611,11.5666,11.3888,94.9895,19.9581,,,19.3621,19.3621,,0.9200,11.1677,2026-04-19 21:13:01.653311+08:00,
000001.SZ,2013,4,2014-03-07,15.4724,15.4064,,0.8708,,15166000000.00,13.7491,14.1750,13.6387,94.0752,16.8782,,,31.2964,31.2964,,1.8600,11.7720,2026-04-19 21:13:04.968970+08:00,
000001.SZ,2013,3,2013-10-23,13.0164,12.9507,,0.6756,,11637000000.00,14.5819,14.7107,14.2522,94.8851,19.5507,,,26.4603,26.4603,,1.4300,11.5790,2026-04-19 21:13:03.078839+08:00,
000001.SZ,2013,1,2013-04-24,4.1358,4.1346,,0.2100,,3588000000.00,5.6439,5.3831,4.6661,95.0996,20.4065,,,11.0860,11.0860,,0.7000,17.3256,2026-04-19 21:13:00.118691+08:00,
000002.SZ,2013,2,2013-08-07,6.9844,6.9545,1.8381,1.3158,33.5863,4536753831.66,18.1773,17.9335,22.3141,79.6259,4.9082,1.3154,0.3248,34.7211,34.7211,,0.4100,6.0511,2026-04-19 21:13:01.653311+08:00,
000002.SZ,2013,3,2013-10-30,9.3272,9.2653,2.5779,1.7804,32.1445,6119302256.69,22.2931,22.4719,21.2668,79.5362,4.8867,1.3376,0.3114,37.4762,37.4762,,0.5600,6.1976,2026-04-19 21:13:03.078839+08:00,
000002.SZ,2013,1,2013-04-23,2.4944,2.4968,0.6764,0.4492,37.1311,1615472700.40,17.5880,16.3615,15.6144,79.7493,4.9381,1.3404,0.3721,35.3182,35.3182,,0.1500,5.9580,2026-04-19 21:13:00.118691+08:00,
000002.SZ,2013,4,2014-03-07,21.4872,21.4803,5.8383,4.2651,31.4736,15113721585.36,15.4585,15.2862,20.4552,77.9970,4.5448,1.3439,0.3372,31.3263,31.3263,,1.3700,6.9810,2026-04-19 21:13:04.968970+08:00,
000003.SZ,2013,4,2014-04-30,0.3869,,-2.6465,-15.3810,62.1997,-12728858.09,11.4229,11.4888,11.4888,376991.9995,-0.0003,0.0003,0.0003,15.1144,15.1144,,-0.0380,-9.8578,2026-04-19 21:13:04.968970+08:00,2026-05-04 21:23:36.769783+08:00
000003.SZ,2013,2,2013-08-30,0.8831,,-1.2006,-17.8076,78.6922,-29339492.28,6.8563,6.8674,7.3396,2113.5990,-0.0497,0.0395,0.0394,15.1795,15.1795,,,-9.9620,2026-04-19 21:13:01.653311+08:00,2026-05-04 21:23:36.769783+08:00
000004.SZ,2013,1,2013-04-20,1.0370,0.4928,1.9002,1.5143,42.8855,383652.91,203.1722,138.7499,9488.5302,17.8113,1.2167,3.9318,2.4762,27.2920,27.2920,,0.0096,0.9320,2026-04-19 21:13:00.118691+08:00,
000004.SZ,2013,4,2014-04-22,-1.3431,-2.6638,4.7509,2.6648,52.5037,-2049486.19,-17.9654,4.6280,-151.5334,40.3239,1.6757,2.3283,1.2348,-25.2444,-25.2444,,-0.0123,0.9100,2026-04-19 21:13:04.968970+08:00,
000004.SZ,2013,2,2013-08-27,0.0698,-0.5987,2.9140,2.1248,48.8856,-463919.32,153.3942,137.8838,106.8658,23.6968,1.3106,3.0164,1.8329,21.6914,21.6914,,0.0006,0.9230,2026-04-19 21:13:01.653311+08:00,
000004.SZ,2013,3,2013-10-26,1.1400,0.4758,4.6920,3.6587,50.2100,370647.11,91.1372,85.4312,311.5894,28.6237,1.4010,2.5984,1.5956,17.2730,17.2730,,0.0106,0.9329,2026-04-19 21:13:03.078839+08:00,
000005.SZ,2013,3,2013-10-30,-4.3439,-4.3581,-2.0247,-2.3548,9.6361,-29094799.32,29.8892,-116.6190,-116.6190,42.8809,1.7507,0.3890,0.3577,-30.6210,-30.6210,,-0.0320,0.7143,2026-04-19 21:13:03.078839+08:00,
000005.SZ,2013,1,2013-04-24,-1.3633,-1.3633,-0.5999,-0.7411,26.7000,-9235389.53,24.5540,24.4585,24.4585,42.6309,1.7431,0.4050,0.3740,1.5233,1.5233,,-0.0101,0.7358,2026-04-19 21:13:00.118691+08:00,
000005.SZ,2013,2,2013-08-28,-3.3474,-3.3593,-1.5280,-1.7996,3.7464,-22536506.75,23.3722,23.2459,23.2459,43.9126,1.7829,0.3961,0.3663,-25.6798,-25.6798,,-0.0246,0.7214,2026-04-19 21:13:01.653311+08:00,
000005.SZ,2013,4,2014-04-26,-6.4829,-6.8463,-2.8115,-3.3763,25.3506,-44717841.08,-861.7518,-259.8284,-292.2872,47.4831,1.9041,0.4624,0.4351,-47.6352,-47.6352,,-0.0463,0.6827,2026-04-19 21:13:04.968970+08:00,
000006.SZ,2013,4,2014-03-15,18.4428,18.3836,9.9384,7.2289,33.2134,693851943.27,9.5727,9.5944,12.7902,57.9972,2.3808,2.5016,0.7117,49.8858,49.8858,,0.5156,3.0318,2026-04-19 21:13:04.968970+08:00,
000006.SZ,2013,3,2013-10-25,9.9579,9.8897,4.7181,3.5764,45.5294,356751863.53,-2.3924,-1.8377,5.3970,64.4033,2.8092,2.1022,0.4777,-20.3838,-20.3838,,0.2661,2.7844,2026-04-19 21:13:03.078839+08:00,
000006.SZ,2013,1,2013-04-25,1.7625,1.7571,0.8129,0.6462,41.6693,61504720.02,-30.0561,-29.8282,-22.0227,63.3113,2.7256,1.7808,0.5332,-33.9403,-33.9403,,0.0480,2.7574,2026-04-19 21:13:00.118691+08:00,
000006.SZ,2013,2,2013-08-15,7.5826,7.5743,3.5592,2.7466,45.4395,269864676.00,-7.9751,-7.9936,2.4329,63.8479,2.7661,2.0058,0.7020,-22.6718,-22.6718,,0.2001,2.7186,2026-04-19 21:13:01.653311+08:00,
000007.SZ,2013,2,2013-08-29,0.3806,-4.4782,0.3729,-0.3908,75.0337,-11155454.03,-210.9800,-110.3551,-85.1519,62.9761,2.7010,1.0604,1.0111,-38.0311,-38.0311,,0.0041,0.9184,2026-04-19 21:13:01.653311+08:00,
000007.SZ,2013,3,2013-10-24,13.4764,-6.6604,6.8066,5.2169,76.4347,-19394159.99,-206.6942,188.5945,261.8594,48.1075,1.9271,1.4791,1.4155,-51.4625,-51.4625,,0.1699,1.2827,2026-04-19 21:13:03.078839+08:00,
000007.SZ,2013,4,2014-04-26,7.3504,-8.5528,4.7092,2.6024,65.8407,-27073711.13,68.0471,150.0591,250.6336,46.2754,1.8613,1.3862,1.3268,-31.4446,-31.4446,,0.1007,1.5023,2026-04-19 21:13:04.968970+08:00,
000007.SZ,2013,1,2013-04-26,-3.2259,-3.2605,-0.9427,-1.5992,70.3986,-9213272.07,-2393.1567,-1755.6491,-1950.3350,56.3041,2.2885,1.2379,1.1887,-32.6449,-32.6449,,-0.0395,1.2081,2026-04-19 21:13:00.118691+08:00,
000008.SZ,2013,4,2014-03-29,4.1213,3.9842,4.4320,3.6693,45.1981,22001225.67,-38.2405,-38.7696,-41.8387,10.0605,1.1119,3.3120,3.1584,-8.1551,-8.1551,,0.0700,1.8563,2026-04-19 21:13:04.968970+08:00,
